Household_ID,Upazila,CVI_Score,Ego_Network_Size,Shock_Experienced,Migration_Intent
587,Shyamnagar,0.8642716831071391,3,1,0
588,Shyamnagar,0.8206478152156438,3,1,1
589,Shyamnagar,0.8242299422388423,3,1,0
590,Shyamnagar,0.8676396648487265,3,1,1
591,Shyamnagar,0.8638654226986555,3,1,1
592,Kaliganj,0.6087758391183063,4,1,0
593,Shyamnagar,0.7792591434181187,3,1,1
594,Assasuni,0.6256164474076249,4,0,0
595,Tala,0.28140743439802374,5,0,0
596,Assasuni,0.6967580375509613,4,0,0
597,Kaliganj,0.5083824933183728,4,1,0
598,Shyamnagar,0.771912905348348,3,1,0
599,Shyamnagar,0.7728487374394646,3,1,0
600,Shyamnagar,0.8941286311996177,3,1,0
601,Shyamnagar,0.7887800987078114,3,1,0
602,Shyamnagar,0.8085057343173281,3,1,0
603,Shyamnagar,0.7939984603340482,3,1,1
604,Shyamnagar,0.8132494458747906,3,0,0
605,Shyamnagar,0.770413576411914,3,1,0
606,Assasuni,0.6878589686362405,4,1,0
607,Shyamnagar,0.7701418845388323,3,1,1
608,Assasuni,0.7300534761733543,4,1,0
609,Assasuni,0.645056812286565,4,1,0
610,Kaliganj,0.5456016680446315,4,1,0
611,Shyamnagar,0.8920118631342188,3,1,0
612,Debhata,0.4176316053570791,5,1,0
613,Kaliganj,0.544614090117187,4,1,0
614,Shyamnagar,0.8086500629673063,3,1,0
615,Tala,0.2266202678281477,6,1,0
616,Tala,0.2737281737277466,5,0,0
617,Shyamnagar,0.9091209041831751,3,0,1
618,Shyamnagar,0.8592758784774068,3,1,1
619,Debhata,0.4036675126055037,5,1,0
620,Debhata,0.4295975765358869,5,0,0
621,Shyamnagar,0.8297808418425577,3,1,0
622,Shyamnagar,0.7690213513901178,3,1,1
623,Assasuni,0.6943445223816864,4,1,0
624,Assasuni,0.7536437926758071,3,1,1
625,Kaliganj,0.4945424119300723,5,1,0
626,Assasuni,0.7135007336230998,4,1,0
627,Assasuni,0.6401400532988585,4,1,0
628,Debhata,0.4003741526709622,5,1,0
629,Shyamnagar,0.774501467447008,3,1,0
630,Shyamnagar,0.8275556404387278,3,0,1
631,Debhata,0.4334244993342869,5,1,0
632,Tala,0.22866001339345748,6,1,0
633,Assasuni,0.7097367586730827,4,1,0
634,Assasuni,0.7293174941184594,4,1,0
635,Shyamnagar,0.899076672921918,3,1,0
636,Assasuni,0.645196312278318,4,0,0
637,Assasuni,0.6698973873713963,4,1,0
638,Shyamnagar,0.7828624019995626,3,1,1
639,Shyamnagar,0.9088725253237563,3,1,1
640,Assasuni,0.7490501451886443,4,0,0
641,Shyamnagar,0.8409935695420839,3,1,1
642,Assasuni,0.7363049941564632,4,1,0
643,Shyamnagar,0.8381436965908063,3,1,0
644,Assasuni,0.703537853200414,4,1,1
645,Shyamnagar,0.7733686648174025,3,1,0
646,Tala,0.2857378588695531,5,0,0
647,Kaliganj,0.48787988770893287,5,0,0
648,Kaliganj,0.5856494682353539,4,0,0
649,Debhata,0.4373042131505579,5,0,0
650,Assasuni,0.7163117046614464,4,0,0
651,Shyamnagar,0.7654240570787143,3,0,0
652,Assasuni,0.6554692533917993,4,1,0
653,Kaliganj,0.5068357597875179,4,0,0
654,Debhata,0.37402046112072784,5,0,0
655,Assasuni,0.6231464120145758,4,0,0
656,Shyamnagar,0.9005436734546595,3,1,1
657,Shyamnagar,0.8430703361068564,3,1,1
658,Assasuni,0.6558286465987035,4,1,0
659,Kaliganj,0.5255774123903997,4,1,0
660,Kaliganj,0.532608355670677,4,1,1
661,Assasuni,0.7000891500040926,4,1,0
662,Satkhira Sadar,0.2521951198775097,5,0,0
663,Kaliganj,0.5987148762500184,4,1,0
664,Shyamnagar,0.8345445224358745,3,1,1
665,Shyamnagar,0.908823702223497,3,1,1
666,Shyamnagar,0.8877137436617644,3,1,0
667,Shyamnagar,0.7912765771536003,3,1,0
668,Shyamnagar,0.8995892821965874,3,1,0
669,Shyamnagar,0.7774549596828214,3,1,0
670,Shyamnagar,0.8826174562736788,3,1,1
671,Shyamnagar,0.817093494021487,3,1,1
672,Tala,0.30291640486230975,5,0,0
673,Shyamnagar,0.8902085035161176,3,1,1
674,Assasuni,0.7308888100176432,4,1,1
675,Assasuni,0.7285045654460592,4,0,0
676,Satkhira Sadar,0.2226550794737257,6,0,0
677,Shyamnagar,0.7721378924576878,3,1,0
678,Assasuni,0.6704470268147742,4,1,0
679,Satkhira Sadar,0.2042934320981112,6,0,0
680,Tala,0.27729315244634467,5,0,0
681,Debhata,0.37191495898066784,5,0,0
682,Shyamnagar,0.9063415301289872,3,1,1
683,Shyamnagar,0.8561458116017998,3,1,1
684,Kaliganj,0.5851472789088106,4,1,1
685,Satkhira Sadar,0.19855345418385878,6,0,0
686,Kaliganj,0.5906820275181671,4,1,1
687,Kaliganj,0.5991860066718752,4,1,0
688,Shyamnagar,0.8330592878228404,3,0,0
689,Debhata,0.4109379406626466,5,0,0
690,Shyamnagar,0.8747214701354493,3,1,0
691,Assasuni,0.6362257940890619,4,1,0
692,Assasuni,0.6853849114695163,4,0,1
693,Assasuni,0.669799454165847,4,0,0
694,Shyamnagar,0.7819560988243374,3,1,1
695,Shyamnagar,0.8151301633437298,3,0,0
696,Kaliganj,0.47954412331396906,5,0,0
697,Shyamnagar,0.763871786042423,3,1,1
698,Kaliganj,0.48892328048167516,5,1,1
699,Shyamnagar,0.9044672667383761,3,1,0
700,Assasuni,0.6924294303842525,4,1,1
701,Assasuni,0.754873324172983,3,1,0
702,Shyamnagar,0.8248746817495198,3,1,1
703,Assasuni,0.6567724199627889,4,1,1
704,Shyamnagar,0.8359212794260367,3,1,1
705,Shyamnagar,0.8259267532949366,3,1,0
706,Satkhira Sadar,0.19479305579664413,6,0,0
707,Assasuni,0.7061239472035309,4,1,0
708,Debhata,0.35240572737643994,5,0,1
709,Shyamnagar,0.8529381932346745,3,1,1
710,Kaliganj,0.5610281529357415,4,0,0
711,Debhata,0.3428037279692972,5,1,0
712,Kaliganj,0.4785889477954935,5,1,0
713,Assasuni,0.727114237910266,4,1,0
714,Assasuni,0.678970063565398,4,0,0
715,Assasuni,0.6187245693258213,4,0,0
716,Satkhira Sadar,0.3192812844037674,5,1,0
717,Debhata,0.328667084149455,5,0,0
718,Satkhira Sadar,0.27730493204019746,5,0,0
719,Shyamnagar,0.9075518387895121,3,1,0
720,Debhata,0.3558770156323888,5,0,0
721,Satkhira Sadar,0.19991491161620745,6,0,0
722,Shyamnagar,0.7782077409133643,3,1,0
723,Shyamnagar,0.8054912721351394,3,1,0
724,Debhata,0.335156871651597,5,1,0
725,Kaliganj,0.5669025878371785,4,1,1
726,Debhata,0.3293437697195094,5,0,0
727,Shyamnagar,0.8364133192224685,3,0,0
728,Debhata,0.4695045280779465,5,1,0
729,Shyamnagar,0.8820955404259029,3,1,1
730,Shyamnagar,0.8522829157346516,3,0,0
731,Shyamnagar,0.8059380431179918,3,1,0
732,Debhata,0.41358437544374577,5,1,0
733,Kaliganj,0.5437858049476312,4,1,0
734,Assasuni,0.6739125075835557,4,1,1
735,Assasuni,0.6296065565110299,4,1,1
736,Tala,0.30412459013366533,5,0,0
737,Assasuni,0.6774676973231983,4,1,0
738,Debhata,0.34919337677311474,5,0,0
739,Assasuni,0.6651639026315934,4,0,0
740,Assasuni,0.6721194628793391,4,1,0
741,Assasuni,0.7341306843350311,4,1,0
742,Assasuni,0.7200421570842103,4,0,0
743,Debhata,0.43539573404620097,5,1,0
744,Assasuni,0.611654689664297,4,1,1
745,Shyamnagar,0.8224230997269643,3,1,0
746,Tala,0.2473881812289453,6,0,0
747,Assasuni,0.6128788415234585,4,1,0
748,Assasuni,0.6489719813117552,4,0,0
749,Tala,0.28644057523709887,5,0,0
750,Kaliganj,0.48919535880205983,5,0,0
751,Shyamnagar,0.8402965197178888,3,0,0
752,Satkhira Sadar,0.21012826208241325,6,0,0
753,Kaliganj,0.47169690845014506,5,0,0
754,Assasuni,0.6461802186399312,4,1,0
755,Shyamnagar,0.9063810632365081,3,1,0
756,Debhata,0.44023056678244843,5,1,0
757,Kaliganj,0.6043407302049446,4,1,0
758,Assasuni,0.6831781065889544,4,1,0
759,Tala,0.1953630678148505,6,1,0
760,Debhata,0.4021939233460539,5,0,0
761,Shyamnagar,0.8281566001839942,3,1,1
762,Assasuni,0.7366535624109424,4,1,0
763,Shyamnagar,0.7747123871176367,3,1,0
764,Debhata,0.3932361705532667,5,0,0
765,Shyamnagar,0.7825072997040976,3,1,1
766,Kaliganj,0.5154546297646083,4,0,0
767,Debhata,0.4306035616081699,5,0,0
768,Tala,0.2466425381116273,6,0,0
769,Assasuni,0.6663832427718654,4,1,1
770,Debhata,0.37917144178550527,5,0,0
771,Shyamnagar,0.828917015260898,3,1,0
772,Debhata,0.4377524815755585,5,0,0
773,Shyamnagar,0.8938127033410352,3,1,0
774,Assasuni,0.7533002029755893,3,1,0
775,Debhata,0.43803550793829427,5,1,0
776,Shyamnagar,0.807311034362202,3,0,0
777,Shyamnagar,0.8632202059129813,3,1,0
778,Debhata,0.3856404686083088,5,1,0
779,Debhata,0.3582005933069077,5,0,0
780,Kaliganj,0.5877220211196291,4,0,0
781,Kaliganj,0.4753796888547255,5,0,0
782,Assasuni,0.7452642988203135,4,0,0
783,Shyamnagar,0.8292216196937101,3,0,1
784,Assasuni,0.7055802215212421,4,0,0
785,Shyamnagar,0.8589030883308675,3,0,0
786,Tala,0.30531648369891506,5,0,0
787,Kaliganj,0.559133755503409,4,1,0
788,Assasuni,0.7020900377140092,4,1,0
789,Assasuni,0.6199978060841035,4,1,0
790,Satkhira Sadar,0.2525771230723286,5,0,0
791,Shyamnagar,0.7825253501225563,3,1,0
792,Kaliganj,0.573240727621008,4,0,0
793,Assasuni,0.6868332881219011,4,1,0
794,Kaliganj,0.5652318890891694,4,0,0
795,Shyamnagar,0.7662509350903577,3,0,1
796,Tala,0.19187088224641244,6,1,0
797,Satkhira Sadar,0.28028527432877554,5,1,1
798,Kaliganj,0.48009180703981424,5,1,0
799,Kaliganj,0.47997594188713616,5,1,1
800,Tala,0.18169518653288425,6,0,0
801,Debhata,0.46347520974492196,5,0,0
802,Shyamnagar,0.8706262539188511,3,1,1
803,Kaliganj,0.519455197190289,4,0,0
804,Kaliganj,0.5115149813802717,4,1,0
805,Assasuni,0.6624554844618774,4,1,0
806,Debhata,0.43619802967717725,5,1,0
807,Satkhira Sadar,0.272591885549858,5,0,0
808,Satkhira Sadar,0.20592737950144552,6,0,0
809,Assasuni,0.6361164003001126,4,0,0
810,Shyamnagar,0.7747593474570096,3,1,0
811,Satkhira Sadar,0.27244238075818733,5,0,0
812,Debhata,0.4346558993332604,5,0,0
813,Shyamnagar,0.7997569642487506,3,1,0
814,Tala,0.1829322945443278,6,1,0
815,Tala,0.19150403344669983,6,0,0
816,Assasuni,0.7551790052267546,3,1,1
817,Kaliganj,0.5113622688468388,4,1,0
818,Assasuni,0.7253834721757201,4,1,0
819,Shyamnagar,0.8536995353281396,3,1,1
820,Assasuni,0.6672909459479344,4,0,0
821,Debhata,0.3508530893293333,5,0,0
822,Shyamnagar,0.778207962723911,3,1,1
823,Assasuni,0.70225194520583,4,1,0
824,Assasuni,0.7261950670956682,4,1,0
825,Assasuni,0.7065856380311696,4,1,1
826,Tala,0.2542422986548822,5,0,0
827,Assasuni,0.6162926835147454,4,1,0
828,Assasuni,0.7552733166391576,3,1,0
829,Debhata,0.43980712874818617,5,1,0
830,Assasuni,0.6539233055051447,4,0,1
831,Shyamnagar,0.9069955494038277,3,1,1
832,Assasuni,0.7002822384454483,4,0,1
833,Shyamnagar,0.847363398731087,3,1,0
834,Shyamnagar,0.8722109769144298,3,1,1
835,Assasuni,0.7317654682135206,4,0,0
836,Assasuni,0.7084717910997254,4,0,0
837,Tala,0.197933404491268,6,1,0
838,Assasuni,0.6607401258991747,4,1,0
839,Kaliganj,0.5999317096456469,4,1,0
840,Kaliganj,0.5014461856581393,4,0,1
841,Shyamnagar,0.8158250535756271,3,1,0
842,Kaliganj,0.5304907636121874,4,0,0
843,Shyamnagar,0.8259107484541679,3,1,1
844,Satkhira Sadar,0.2658115415492336,5,0,0
845,Shyamnagar,0.9014613756617061,3,1,1
846,Assasuni,0.6461039067748757,4,1,0
847,Shyamnagar,0.7782252064451377,3,0,1
848,Satkhira Sadar,0.20764586858039122,6,0,0
849,Assasuni,0.7430387350313904,4,1,0
850,Kaliganj,0.5604135137717288,4,1,0
851,Shyamnagar,0.802886018385874,3,1,0
852,Debhata,0.4423920408452926,5,0,0
853,Shyamnagar,0.8892054994545154,3,1,0
854,Tala,0.2985120074166389,5,1,0
855,Shyamnagar,0.8978389800459332,3,1,0
856,Shyamnagar,0.7978361530260043,3,0,0
857,Shyamnagar,0.8732562893119418,3,1,1
858,Assasuni,0.679080924591121,4,1,0
859,Kaliganj,0.5878797974046086,4,1,0
860,Shyamnagar,0.869273601574242,3,1,1
861,Debhata,0.43646711697495866,5,1,0
862,Assasuni,0.7084242756521607,4,1,0
863,Assasuni,0.636614315420456,4,1,0
864,Assasuni,0.6917540378345407,4,0,0
865,Assasuni,0.7577004609286763,3,0,0
866,Kaliganj,0.6012343293095966,4,0,0
867,Shyamnagar,0.7664760603695517,3,1,1
868,Shyamnagar,0.7847222223594156,3,1,0
869,Tala,0.19844202828363866,6,0,0
870,Satkhira Sadar,0.28163718739794136,5,0,0
871,Assasuni,0.7326677994785418,4,1,1
872,Shyamnagar,0.7920267049466008,3,1,1
873,Kaliganj,0.540819377013256,4,1,0
874,Assasuni,0.73610545420168,4,1,0
875,Shyamnagar,0.8699202317149376,3,1,0
876,Shyamnagar,0.8413355808237772,3,1,0
877,Debhata,0.4085521535688159,5,0,0
878,Kaliganj,0.5411704765682792,4,1,1
879,Shyamnagar,0.8046322676978231,3,0,1
880,Shyamnagar,0.8447532989288524,3,1,0
881,Shyamnagar,0.8633327953075136,3,1,0
882,Kaliganj,0.5922652082205131,4,0,0
883,Shyamnagar,0.8554437030968872,3,1,1
884,Shyamnagar,0.8741682305564737,3,1,0
885,Debhata,0.344010745243186,5,1,0
886,Shyamnagar,0.8292336211629685,3,1,0
887,Kaliganj,0.47130642677579304,5,1,0
888,Shyamnagar,0.7970018296782435,3,1,1
889,Shyamnagar,0.8689692572669507,3,0,1
890,Shyamnagar,0.9087714927024045,3,1,1
891,Debhata,0.3348767149380824,5,0,0
892,Tala,0.23620920422058034,6,0,0
893,Debhata,0.4400106453048739,5,0,0
894,Assasuni,0.6406053451943348,4,1,0
895,Kaliganj,0.54771189290232,4,0,0
896,Shyamnagar,0.8699606944044512,3,1,0
897,Shyamnagar,0.8523978175390269,3,1,1
898,Tala,0.20632346284615827,6,0,0
899,Shyamnagar,0.8133076853028609,3,1,1
900,Shyamnagar,0.8775687676728097,3,0,0
901,Shyamnagar,0.8431339771198025,3,1,1
902,Shyamnagar,0.7607844420314369,3,1,1
903,Shyamnagar,0.8741486140042141,3,1,1
904,Kaliganj,0.4749435896916334,5,0,0
905,Assasuni,0.7218600674096848,4,1,0
906,Tala,0.20834727842313322,6,0,0
907,Debhata,0.46371102201790704,5,1,1
908,Assasuni,0.6651911126953127,4,1,1
909,Shyamnagar,0.8090397424507119,3,1,1
910,Assasuni,0.6323332075498667,4,0,0
911,Kaliganj,0.5127845901686301,4,0,0
912,Shyamnagar,0.8914976142742301,3,1,0
913,Kaliganj,0.6094868072678146,4,1,1
914,Assasuni,0.6652464295760272,4,1,1
915,Kaliganj,0.532805488333636,4,0,0
916,Assasuni,0.7183106407304105,4,0,0
917,Shyamnagar,0.8929293670697612,3,1,1
918,Satkhira Sadar,0.2630262067861498,5,0,1
919,Debhata,0.3787288547266744,5,1,0
920,Shyamnagar,0.8218932761272936,3,1,0
921,Tala,0.27738654050955297,5,1,0
922,Assasuni,0.6104827395406418,4,0,0
923,Tala,0.2667425072443777,5,0,0
924,Debhata,0.3733239515662036,5,0,0
925,Assasuni,0.7291295996915627,4,1,0
926,Shyamnagar,0.7739485959734699,3,1,1
927,Shyamnagar,0.8482303400422586,3,1,1
928,Assasuni,0.6821459334829185,4,0,0
929,Kaliganj,0.5599255736267318,4,1,0
930,Shyamnagar,0.7697280391724453,3,0,0
931,Shyamnagar,0.8469975681142197,3,1,1
932,Debhata,0.40422268819392854,5,1,0
933,Satkhira Sadar,0.25849241321826394,5,0,0
934,Assasuni,0.7005231499894682,4,1,1
935,Shyamnagar,0.8614701905839544,3,1,0
936,Shyamnagar,0.8807483499521155,3,1,1
937,Shyamnagar,0.8004731080192322,3,1,1
938,Tala,0.2955069174252087,5,1,0
939,Shyamnagar,0.8347383523395181,3,1,1
940,Kaliganj,0.48078815907880634,5,0,0
941,Shyamnagar,0.7687826393865969,3,1,1
942,Kaliganj,0.5167933646174485,4,1,0
943,Kaliganj,0.5798855767956055,4,0,0
944,Debhata,0.42615214021113734,5,1,0
945,Shyamnagar,0.878292244700861,3,1,0
946,Shyamnagar,0.8375903584662414,3,1,0
947,Shyamnagar,0.8260298496933236,3,1,1
948,Tala,0.20064335373887976,6,1,0
949,Tala,0.22594698550530362,6,0,0
950,Kaliganj,0.5307627112643425,4,0,0
951,Kaliganj,0.48240406015514636,5,1,0
952,Kaliganj,0.5008856733795696,4,1,0
953,Shyamnagar,0.8497337941095608,3,1,1
954,Tala,0.28299283599348657,5,0,0
955,Assasuni,0.7597521267089424,3,1,0
956,Assasuni,0.7499669997015337,4,1,0
957,Assasuni,0.7063847799302787,4,0,0
958,Shyamnagar,0.8231872079941108,3,0,0
959,Shyamnagar,0.8554266047062349,3,1,0
960,Debhata,0.43784774271203475,5,1,0
961,Shyamnagar,0.7777504286385081,3,1,0
962,Kaliganj,0.5273866845574804,4,0,0
963,Shyamnagar,0.8859703428453426,3,1,1
964,Assasuni,0.6675749427899565,4,1,1
965,Shyamnagar,0.845780840684078,3,1,0
966,Assasuni,0.6981654041293297,4,0,0
967,Debhata,0.3476714379700459,5,1,0
968,Shyamnagar,0.8143353162478433,3,1,1
969,Kaliganj,0.5168315804238705,4,1,1
970,Assasuni,0.6139295062798097,4,0,0
971,Kaliganj,0.4733868469447897,5,0,0
972,Satkhira Sadar,0.2964375861146083,5,1,0
973,Debhata,0.36096062149592184,5,1,0
974,Shyamnagar,0.8377118149358224,3,1,0
975,Shyamnagar,0.804808836038316,3,1,0
976,Shyamnagar,0.9011018867673011,3,1,1
977,Kaliganj,0.5063015462412083,4,0,0
978,Shyamnagar,0.8244485219108403,3,1,0
979,Assasuni,0.7409095375726903,4,0,1
980,Kaliganj,0.5878706993508532,4,1,0
981,Assasuni,0.6379152126769416,4,1,0
982,Debhata,0.4403964964693565,5,1,0
983,Shyamnagar,0.8287280330106839,3,0,1
984,Shyamnagar,0.8324453308128033,3,1,1
985,Debhata,0.34002199586239157,5,1,0
986,Assasuni,0.6220902270635686,4,1,0
987,Kaliganj,0.5719115029763271,4,1,0
988,Assasuni,0.684469172853295,4,1,0
989,Shyamnagar,0.825527605392277,3,0,0
990,Debhata,0.4294262342978595,5,0,0
991,Debhata,0.4348269348486664,5,0,0
992,Kaliganj,0.49224714347370946,5,0,0
993,Shyamnagar,0.8515337724216462,3,0,0
994,Kaliganj,0.48894957151887597,5,1,0
995,Assasuni,0.7227062629043568,4,0,0
996,Shyamnagar,0.858543273440071,3,1,0
997,Tala,0.31392604695168413,5,0,0
998,Shyamnagar,0.7703437024534632,3,1,0
999,Satkhira Sadar,0.18798766096117558,6,1,0
1000,Assasuni,0.65232806120398,4,0,0
